business_id,sector,revenue_monthly,expenses_monthly,cash_balance,total_debt,accounts_receivable,accounts_payable,operational_incidents,stock_loss_rate,supplier_count,customer_concentration,employee_turnover,fraud_incidents,cash_discrepancies,segregation_of_duties,internal_audit_frequency,compliance_breaches,expired_licenses,missing_documents,tax_compliance_status,insurance_coverage_ratio,business_interruption_cover,liability_cover,debt_to_revenue,expense_ratio,cash_coverage_months,debt_risk_score,expense_risk_score,cash_risk_score,financial_risk_score,incident_risk_score,stock_loss_risk_score,customer_concentration_risk,employee_turnover_risk,supplier_risk_score,operational_risk_score,fraud_incident_risk,cash_discrepancy_risk,segregation_risk,audit_risk,fraud_risk_score,compliance_breach_risk,license_risk,document_risk,tax_risk,compliance_risk_score,insurance_coverage_risk,business_interruption_risk,liability_risk,insurance_risk_score,overall_risk_score,risk_category,max_risk_dimension,risk_category_v2
SME_0014,Hospitality,36929.64,28579.8,6109.22,35808.44,30615.18,7774.6,4,0.055,13,0.658,0.322,0,2,1,2,1,0,2,1,0.664,0,0,0.9696395632343019,0.7738986895079399,0.21376006829998812,48.4819781617151,38.694934475397,78.6239931700012,57.60267105913411,40.0,36.66666666666667,65.8,80.5,14.28571428571429,47.450476190476195,0.0,20.0,0,50.0,16.5,20.0,0,20.0,0,8.0,33.599999999999994,100,100,73.44,40.987420365359284,MODERATE,73.44,MODERATE
SME_0015,Transport,45457.16,18444.29,24201.3,51839.81,18897.94,40010.07,2,0.132,10,0.656,0.171,0,2,0,3,1,0,1,1,0.728,0,1,1.1404102236039382,0.4057510412001102,1.3121296618086138,57.020511180196905,20.28755206000551,0.0,23.19241897206072,20.0,88.00000000000001,65.60000000000001,42.75,35.71428571428571,50.41285714285715,0.0,20.0,100,25.0,35.25,20.0,0,10.0,0,6.0,27.200000000000003,100,0,40.88,31.598939977332503,MODERATE,50.41285714285715,MODERATE
SME_0016,Agriculture,19812.68,5456.58,15189.86,32138.13,24139.56,29717.3,3,0.006,10,0.181,0.045,0,3,1,2,0,1,3,0,0.867,0,1,1.6220990799831219,0.27540847578419475,2.783769320710042,81.1049539991561,13.770423789209737,0.0,28.462613336509747,30.0,4.0,18.099999999999998,11.249999999999998,35.71428571428571,19.81285714285714,0.0,30.0,0,50.0,18.5,0.0,100,30.0,100,66.0,13.3,100,0,35.32,30.623998286667213,MODERATE,66.0,MODERATE
SME_0017,Construction,129405.37,26733.74,68089.61,245886.61,17752.61,3372.05,5,0.148,2,0.371,0.173,0,2,0,2,2,0,0,1,0.849,1,1,1.900126787628674,0.20658910831907518,2.5469541485777896,95.0063393814337,10.32945541595376,0.0,31.600738439216236,50.0,98.66666666666667,37.1,43.24999999999999,92.85714285714286,64.37476190476191,0.0,20.0,100,50.0,41.5,40.0,0,0.0,0,8.0,15.100000000000001,0,0,6.040000000000001,35.677912007955356,MODERATE,64.37476190476191,MODERATE
SME_0018,Hospitality,19363.46,32113.06,3776.65,54466.97,14991.68,31885.32,5,0.1,12,0.944,0.183,1,1,1,0,1,0,3,1,0.324,1,1,2.812873835564512,1.6584360439714805,0.11760480004085565,100.0,82.92180219857403,88.23951999591443,90.17234865793799,50.0,66.66666666666667,94.39999999999999,45.74999999999999,21.42857142857143,55.64904761904762,20.0,10.0,0,100.0,33.0,20.0,0,30.0,0,10.0,67.6,0,0,27.04,51.7679665021433,HIGH,90.17234865793799,CRITICAL REVIEW
SME_0019,Manufacturing,17488.25,113374.88,18359.58,18415.71,22451.13,10443.4,2,0.102,10,0.677,0.22,0,2,0,3,2,0,4,0,0.321,0,1,1.0530333223735937,6.482917387388675,0.16193692994426986,52.651666118679685,100.0,83.80630700557302,79.31802263783311,20.0,68.0,67.7,54.99999999999999,35.71428571428571,49.28285714285714,0.0,20.0,100,25.0,35.25,40.0,0,40.0,100,46.0,67.9,100,0,57.160000000000004,55.78212107706422,HIGH,79.31802263783311,HIGH
SME_0020,Transport,17087.36,42551.63,2892.49,68180.89,2918.47,5529.44,1,0.006,13,0.721,0.042,0,2,0,4,2,1,4,0,0.887,1,1,3.9901359835574364,2.4902401541256225,0.06797600937966418,100.0,100.0,93.20239906203358,97.28095962481343,10.0,4.0,72.1,10.5,14.28571428571429,22.177142857142858,0.0,20.0,100,0.0,29.0,40.0,100,40.0,100,76.0,11.299999999999999,0,0,4.52,52.38057360172974,HIGH,97.28095962481343,CRITICAL REVIEW
SME_0021,Construction,13019.87,3939.41,1590.54,5833.36,11966.63,2021.06,1,0.091,2,0.281,0.397,2,1,1,0,1,0,2,1,0.702,0,1,0.4480351954358991,0.3025690732703168,0.4037508154774446,22.401759771794953,15.12845366351584,59.624918452255535,35.10903141149545,10.0,60.66666666666667,28.1,99.25,92.85714285714286,58.17476190476191,40.0,10.0,0,100.0,39.0,20.0,0,20.0,0,8.0,29.800000000000004,100,0,41.92,38.268399899639114,MODERATE,58.17476190476191,MODERATE
SME_0022,Construction,15985.07,19165.57,1044.89,33811.39,9297.37,9420.44,4,0.073,14,0.167,0.098,0,2,0,2,1,0,5,0,0.97,0,1,2.115185607570064,1.1989669109988257,0.05451911944179068,100.0,59.94834554994129,94.54808805582093,85.80373888731076,40.0,48.666666666666664,16.7,24.5,7.14285714285714,27.401904761904763,0.0,20.0,100,50.0,41.5,20.0,0,50.0,100,44.0,3.0000000000000027,100,0,31.200000000000003,50.61159785666942,HIGH,85.80373888731076,HIGH
SME_0023,Manufacturing,7937.55,76667.03,13705.07,41279.16,10735.95,11868.67,1,0.016,7,0.335,0.079,1,0,1,2,1,0,0,1,0.602,0,1,5.2004913354876505,9.658777582503417,0.17876093543730598,100.0,100.0,82.1239064562694,92.84956258250776,10.0,10.666666666666668,33.5,19.749999999999996,57.14285714285714,26.211904761904762,20.0,0.0,0,50.0,18.5,20.0,0,0.0,0,4.0,39.800000000000004,100,0,45.92,43.29984496522852,MODERATE,92.84956258250776,CRITICAL REVIEW
SME_0024,Transport,21448.39,29642.55,9618.51,34199.74,6601.85,50073.98,4,0.042,11,0.312,0.211,0,4,1,4,0,0,4,0,0.424,1,0,1.5945131546004152,1.382040796535311,0.3244832175369528,79.72565773002076,69.10203982676555,67.55167824630473,71.66898056555779,40.0,28.000000000000004,31.2,52.75,28.57142857142857,36.104285714285716,0.0,40.0,0,0.0,8.0,0.0,0,40.0,100,38.0,57.60000000000001,0,100,53.040000000000006,43.130765598238774,MODERATE,71.66898056555779,MODERATE
SME_0025,Hospitality,26176.32,23413.05,4954.97,21486.36,15974.99,28400.79,1,0.134,13,0.299,0.215,4,3,0,4,1,0,1,1,0.631,1,0,0.8208319580445227,0.8944362691165144,0.21163282870023342,41.04159790222614,44.72181345582572,78.83671712997666,57.263710259406224,10.0,89.33333333333334,29.9,53.75,14.28571428571429,39.45380952380953,80.0,30.0,100,0.0,55.0,20.0,0,10.0,0,6.0,36.9,0,100,44.76,43.418565458774246,MODERATE,57.263710259406224,MODERATE
SME_0026,Retail,4025.44,36986.56,1357.9,10901.76,4789.61,7101.52,5,0.082,3,0.264,0.176,0,2,1,2,0,0,1,1,0.606,1,0,2.708215747843714,9.188203028737231,0.03671333587119213,100.0,100.0,96.32866641288078,98.53146656515231,50.0,54.66666666666667,26.400000000000002,43.99999999999999,85.71428571428572,52.15619047619048,0.0,20.0,0,50.0,16.5,0.0,0,10.0,0,2.0,39.4,0,100,45.76,50.77448758859331,HIGH,98.53146656515231,CRITICAL REVIEW
SME_0027,Transport,23041.94,10940.47,4011.06,13624.24,6184.93,17035.76,1,0.062,13,0.589,0.309,1,5,1,4,1,0,0,1,0.662,0,1,0.5912800745076152,0.47480680880168946,0.36662593106146263,29.56400372538076,23.740340440084474,63.33740689385374,41.32626600718107,10.0,41.333333333333336,58.9,77.25,14.28571428571429,40.35380952380953,20.0,50.0,0,0.0,16.0,20.0,0,0.0,0,4.0,33.8,100,0,43.519999999999996,30.638332183106705,MODERATE,43.519999999999996,MODERATE
SME_0028,Manufacturing,25857.04,26386.27,8032.81,33223.99,5551.64,25242.55,1,0.011,8,0.379,0.207,1,4,1,1,1,0,1,0,0.866,1,1,1.2849108018551232,1.0204675399813745,0.3044314334689973,64.24554009275616,51.023376999068724,69.55685665310027,62.40341778878758,10.0,7.333333333333333,37.9,51.74999999999999,50.0,31.39666666666667,20.0,40.0,0,75.0,32.75,20.0,0,10.0,100,36.0,13.4,0,0,5.36,39.05619200330295,MODERATE,62.40341778878758,MODERATE
SME_0029,Construction,37733.45,14731.64,17683.13,9852.04,21761.38,12965.19,2,0.107,9,0.797,0.244,1,2,0,0,0,1,1,1,0.759,1,0,0.26109565915653093,0.39041328052430935,1.2003504022634277,13.054782957826546,19.520664026215467,0.0,9.772634095212604,20.0,71.33333333333334,79.7,61.0,42.85714285714286,54.97809523809525,20.0,20.0,100,100.0,60.0,0.0,100,10.0,0,32.0,24.099999999999998,0,100,39.64,37.44031403808759,MODERATE,60.0,MODERATE
SME_0030,Hospitality,65534.97,17719.63,7868.8,176155.12,9895.04,7074.3,4,0.105,14,0.256,0.289,1,1,1,3,0,0,3,1,0.43,0,0,2.6879560637625985,0.27038434594537847,0.44407247781133125,100.0,13.519217297268924,55.59275221886688,56.29286607672743,40.0,70.0,25.6,72.24999999999999,7.14285714285714,42.99857142857143,20.0,10.0,0,25.0,14.25,0.0,0,30.0,0,6.0,57.00000000000001,100,100,82.80000000000001,39.667502680161085,MODERATE,82.80000000000001,MODERATE
SME_0031,Transport,49400.44,34922.64,10293.39,2138.92,6605.06,7433.16,0,0.092,13,0.495,0.01,0,0,1,4,2,0,3,1,0.814,1,0,0.043297590061950865,0.7069297358485066,0.2947483351774093,2.164879503097543,35.34648679242533,70.52516648225907,39.46347648156049,0.0,61.33333333333334,49.5,2.5,14.28571428571429,25.52380952380953,0.0,0.0,0,0.0,0.0,40.0,0,30.0,0,14.0,18.600000000000005,0,100,37.440000000000005,24.06399532542053,LOW,39.46347648156049,LOW
SME_0032,Retail,15219.61,8576.29,5492.09,21709.71,7145.61,16976.54,4,0.077,8,0.112,0.228,0,0,0,4,1,1,3,1,0.714,0,1,1.4264301122039262,0.5635026127476329,0.6403806307855727,71.32150561019631,28.175130637381645,35.96193692144273,44.23376564285047,40.0,51.33333333333333,11.200000000000001,56.99999999999999,50.0,41.906666666666666,0.0,0.0,100,0.0,25.0,20.0,100,30.0,0,40.0,28.6,100,0,41.44,38.89079635952181,MODERATE,44.23376564285047,MODERATE
SME_0033,Retail,13870.25,50438.65,46001.12,33501.39,10034.99,17402.07,0,0.065,6,0.509,0.354,2,2,0,1,1,1,0,1,0.705,1,1,2.415341468250392,3.63646293325643,0.9120212376818174,100.0,100.0,8.797876231818258,63.519150492727306,0.0,43.333333333333336,50.9,88.49999999999999,64.28571428571428,49.40380952380952,40.0,20.0,100,75.0,59.75,20.0,100,0.0,0,34.0,29.500000000000004,0,0,11.800000000000002,49.636697528770576,MODERATE,63.519150492727306,MODERATE
SME_0034,Agriculture,39744.81,12834.31,2889.81,49830.05,43057.76,9218.82,1,0.089,5,0.147,0.007,0,0,0,3,1,0,2,1,0.775,0,0,1.2537498606736328,0.32291788537924826,0.2251628642287743,62.68749303368164,16.14589426896241,77.48371357712257,54.643501621642244,10.0,59.333333333333336,14.7,1.7499999999999998,71.42857142857143,31.442380952380958,0.0,0.0,100,25.0,31.25,20.0,0,20.0,0,8.0,22.499999999999996,100,100,69.0,38.60364572458791,MODERATE,69.0,MODERATE
SME_0035,Agriculture,16135.99,22173.59,3975.71,12004.39,3286.15,1136.18,3,0.035,3,0.931,0.162,1,4,0,1,1,1,0,0,0.695,1,0,0.7439512543079166,1.3741697906357155,0.1792993376354483,37.19756271539583,68.70848953178577,82.07006623645516,64.59984216873656,30.0,23.333333333333336,93.10000000000001,40.5,85.71428571428572,54.529523809523816,20.0,40.0,100,75.0,57.75,20.0,100,0.0,100,64.0,30.500000000000004,0,100,42.2,58.38233360300192,HIGH,64.59984216873656,HIGH
SME_0036,Professional Services,9359.88,5870.65,4889.47,93269.41,18366.79,3756.31,1,0.141,3,0.772,0.37,0,1,0,3,2,0,2,1,0.62,1,0,9.964808309508243,0.6272142377893734,0.832866888675019,100.0,31.360711889468668,16.7133111324981,46.09353801983984,10.0,94.0,77.2,92.5,85.71428571428572,71.88285714285715,0.0,10.0,100,25.0,33.25,40.0,0,20.0,0,12.0,38.0,0,100,45.2,44.768775691666235,MODERATE,71.88285714285715,MODERATE
SME_0037,Manufacturing,167032.64,32016.19,13765.23,7443.69,15290.95,20960.23,4,0.088,7,0.517,0.141,0,2,1,0,0,1,1,1,0.748,0,0,0.04456428396270333,0.19167624962402555,0.4299459117402789,2.2282141981351664,9.583812481201278,57.00540882597211,26.34577153418978,40.0,58.666666666666664,51.7,35.24999999999999,57.14285714285714,48.551904761904765,0.0,20.0,0,100.0,29.0,0.0,100,10.0,0,32.0,25.2,100,100,70.08,37.64970765073313,MODERATE,70.08,MODERATE
SME_0038,Transport,19497.7,57258.43,2830.86,17031.57,4517.31,1763.24,3,0.047,13,0.174,0.183,1,3,1,4,0,0,1,1,0.807,1,0,0.8735168763495181,2.9366761207732193,0.0494400562502325,43.67584381747591,100.0,95.05599437497675,81.12515089523347,30.0,31.333333333333336,17.4,45.74999999999999,14.28571428571429,27.753809523809526,20.0,30.0,0,0.0,12.0,0.0,0,10.0,0,2.0,19.299999999999994,0,100,37.72,37.74799764952242,MODERATE,81.12515089523347,MODERATE
SME_0039,Transport,15144.79,11925.26,9162.88,55809.55,37441.18,34836.64,2,0.067,5,0.604,0.393,0,2,0,0,1,0,2,0,0.458,0,0,3.6850659533740644,0.7874166627599326,0.7683589288619282,100.0,39.37083313799663,23.164107113807177,51.07689278692185,20.0,44.66666666666667,60.4,98.25,71.42857142857143,58.949047619047626,0.0,20.0,100,100.0,54.0,20.0,0,20.0,100,38.0,54.2,100,100,81.68,54.72832974083847,HIGH,81.68,HIGH
SME_0040,Professional Services,4328.29,7405.28,9434.3,84892.52,16247.47,30491.51,4,0.121,12,0.745,0.08,1,5,0,3,1,0,3,1,0.648,0,1,19.613408528541296,1.7109019959383498,1.2739963917637145,100.0,85.54509979691748,0.0,55.66352993907525,40.0,80.66666666666666,74.5,20.0,21.42857142857143,47.319047619047616,20.0,50.0,100,25.0,47.25,20.0,0,30.0,0,10.0,35.199999999999996,100,0,44.08,43.88682088648448,MODERATE,55.66352993907525,MODERATE
SME_0041,Construction,49402.33,22482.97,3995.16,7368.37,6332.06,12452.15,7,0.024,14,0.262,0.026,1,1,0,4,2,1,3,1,0.621,1,0,0.14915025262978487,0.4550993849885218,0.17769716367543967,7.4575126314892435,22.75496924942609,82.23028363245604,41.955858017257015,70.0,16.0,26.200000000000003,6.499999999999999,7.14285714285714,25.16857142857143,20.0,10.0,100,0.0,33.0,40.0,100,30.0,0,44.0,37.9,0,100,45.16,36.59490026231996,MODERATE,45.16,MODERATE
SME_0042,Construction,11342.16,57640.2,11127.52,422518.9,1875.95,20553.77,4,0.044,6,0.583,0.344,1,0,1,1,1,0,3,1,0.328,0,1,37.25206662575735,5.081942063945491,0.19305137733734443,100.0,100.0,80.69486226626556,92.27794490650624,40.0,29.333333333333332,58.3,85.99999999999999,64.28571428571428,55.58380952380952,20.0,0.0,0,75.0,24.75,20.0,0,30.0,0,10.0,67.19999999999999,100,0,56.879999999999995,53.717335852904256,HIGH,92.27794490650624,CRITICAL REVIEW
SME_0043,Professional Services,25579.01,5643.4,2920.13,12227.72,12290.38,19313.49,4,0.102,14,0.792,0.347,0,3,1,2,2,1,2,1,0.884,0,1,0.47803726571122185,0.22062620875475633,0.5174416132118936,23.90186328556109,11.031310437737817,48.25583867881063,29.782287588513928,40.0,68.0,79.2,86.75,7.14285714285714,56.21857142857144,0.0,30.0,0,50.0,18.5,40.0,100,20.0,0,42.0,11.6,100,0,34.64,36.45332913369703,MODERATE,56.21857142857144,MODERATE
SME_0044,Construction,54259.3,7428.51,2617.89,8076.95,9605.29,10801.89,3,0.047,6,0.753,0.189,2,2,1,1,0,0,4,1,0.564,1,0,0.14885835239304598,0.13690759003525663,0.3524111834001704,7.442917619652299,6.845379501762832,64.75888165998296,30.190041800417724,30.0,31.333333333333336,75.3,47.25,64.28571428571428,49.633809523809525,40.0,20.0,0,75.0,34.75,0.0,0,40.0,0,8.0,43.60000000000001,0,100,47.440000000000005,34.359464921077695,MODERATE,49.633809523809525,MODERATE
SME_0045,Agriculture,11485.22,12516.15,8837.88,49596.1,3954.85,3484.79,3,0.119,9,0.783,0.206,0,3,0,2,4,0,3,1,0.351,1,0,4.318254243279624,1.0897614499330444,0.7061180954207164,100.0,54.488072496652215,29.388190457928363,58.10169793216701,30.0,79.33333333333333,78.3,51.49999999999999,42.85714285714286,56.39809523809524,0.0,30.0,100,50.0,43.5,80.0,0,30.0,0,22.0,64.9,0,100,55.96000000000001,49.12603318917392,MODERATE,58.10169793216701,MODERATE
SME_0046,Transport,26641.28,9338.04,1521.48,21176.75,3909.2,28658.56,2,0.02,1,0.847,0.334,0,2,0,1,0,0,4,1,0.621,1,0,0.794884855382324,0.3505101856967834,0.16293354922446251,39.7442427691162,17.52550928483917,83.70664507755374,50.663583647208114,20.0,13.333333333333334,84.7,83.5,100.0,60.30666666666667,0.0,20.0,100,75.0,47.75,0.0,0,40.0,0,8.0,37.9,0,100,45.16,45.541741760829105,MODERATE,60.30666666666667,MODERATE
SME_0047,Professional Services,84597.59,9361.67,936.73,18267.89,21850.94,42581.23,2,0.114,8,0.897,0.295,2,0,1,3,0,0,3,1,0.413,1,1,0.21593865735418705,0.11066119023012358,0.10006013884274921,10.796932867709351,5.533059511506179,89.99398611572508,40.89659216005469,20.0,76.0,89.7,73.75,50.0,61.89,40.0,0.0,0,25.0,18.25,0.0,0,30.0,0,6.0,58.699999999999996,0,0,23.48,34.6394776480164,MODERATE,61.89,MODERATE
SME_0048,Transport,3502.5,3370.55,13630.02,54425.97,1720.23,4043.76,3,0.01,10,0.445,0.106,3,2,1,0,1,0,4,1,0.793,1,1,15.53917773019272,0.962326909350464,4.043856343920131,100.0,48.1163454675232,0.0,44.43490364025696,30.0,6.666666666666667,44.5,26.499999999999996,35.71428571428571,28.676190476190477,60.0,20.0,0,100.0,47.0,20.0,0,40.0,0,12.0,20.699999999999996,0,0,8.28,32.527518711124706,MODERATE,47.0,MODERATE
SME_0049,Retail,13071.98,28835.79,22837.67,6513.66,13269.12,3369.54,3,0.002,13,0.583,0.007,0,1,0,2,0,0,3,1,0.7,1,0,0.49829176605227365,2.2059236626739027,0.7919904396584938,24.914588302613684,100.0,20.80095603415062,45.79475890444435,30.0,1.3333333333333335,58.3,1.7499999999999998,14.28571428571429,21.133809523809525,0.0,10.0,100,50.0,39.5,0.0,0,30.0,0,6.0,30.000000000000004,0,100,42.0,32.02188005228569,MODERATE,45.79475890444435,MODERATE
SME_0050,Agriculture,12124.67,23602.39,5016.03,5468.82,8447.68,10609.92,2,0.135,13,0.772,0.192,0,3,0,3,3,1,2,0,0.489,0,0,0.45104897700308544,1.9466418467471691,0.21252212170038712,22.55244885015427,97.33209233735846,78.7477878299613,67.46447748823834,20.0,90.00000000000001,77.2,48.0,14.28571428571429,49.89714285714287,0.0,30.0,100,25.0,37.25,60.0,100,20.0,100,76.0,51.1,100,100,80.44,59.607628960757225,HIGH,80.44,HIGH
SME_0051,Hospitality,21527.94,4624.15,4101.57,16506.83,15643.01,6829.86,3,0.087,5,0.693,0.344,3,3,1,0,1,0,2,1,0.965,0,1,0.766763099488386,0.214797607202547,0.8869889601332137,38.3381549744193,10.73988036012735,11.30110398667863,19.243852195035448,30.0,57.99999999999999,69.3,85.99999999999999,71.42857142857143,62.94571428571428,60.0,30.0,0,100.0,49.0,20.0,0,20.0,0,8.0,3.500000000000003,100,0,31.400000000000002,35.64958422993921,MODERATE,62.94571428571428,MODERATE
SME_0052,Agriculture,24062.22,57750.29,21866.96,88155.22,7673.02,13672.15,3,0.053,13,0.946,0.358,0,1,1,0,1,1,2,1,0.504,1,1,3.6636361898444947,2.4000399796859972,0.37864675657905783,100.0,100.0,62.13532434209421,84.85412973683768,30.0,35.333333333333336,94.6,89.49999999999999,14.28571428571429,52.743809523809524,0.0,10.0,0,100.0,27.0,20.0,100,20.0,0,38.0,49.6,0,0,19.840000000000003,51.726191302003684,HIGH,84.85412973683768,HIGH
